image_path,label,name,brand,notes,image_url
perfume_images\augmented\aug2_cxsyg03qxea5t4nf17xw53cjkxbnsy7ltvu33wnzc2cry4h50buev9c0973g-w500-q85.jpg,Amber_Oriental,Profumi D'Amore : Un Amore Eterno Parfum,Roja,"Saffron, Ambergris, Ginger, Vanilla, Heliotrope, Jasmine, Rose, Violet, Cocoa, Cashmeran (Woody musky), Cedarwood, Clove, Coffee, Iris / Orris, Lemon, Musk, Patchouli",
perfume_images\augmented\aug1_qes4fyj1nshwh994culx7smn1bsbzxv20hip96lzo2bfssge8zt6agzogc8r-w500-q85.jpg,Amber_Oriental,Loved Up Feel Good,Oriflame,"Plum, Sandalwood, Black Pepper, Bergamot, Cardamom, Cedarwood, Heliotrope, Jasmine, Musk, Pink Pepper",
perfume_images\augmented\aug2_qes4fyj1nshwh994culx7smn1bsbzxv20hip96lzo2bfssge8zt6agzogc8r-w500-q85.jpg,Amber_Oriental,Loved Up Feel Good,Oriflame,"Plum, Sandalwood, Black Pepper, Bergamot, Cardamom, Cedarwood, Heliotrope, Jasmine, Musk, Pink Pepper",
perfume_images\augmented\aug1_vqsy6kbkpzota1jjm4jdr8a20vwht2qlyk3757bfesfx8i9iuq4fypth6nsg-w500-q85.jpg,Amber_Oriental,Ambre D'Alexandrie,Boucheron,"Amber, Benzoin, Ciste Labdanum, Vanilla, Ambergris, Bergamot, Musk",
perfume_images\augmented\aug2_vqsy6kbkpzota1jjm4jdr8a20vwht2qlyk3757bfesfx8i9iuq4fypth6nsg-w500-q85.jpg,Amber_Oriental,Ambre D'Alexandrie,Boucheron,"Amber, Benzoin, Ciste Labdanum, Vanilla, Ambergris, Bergamot, Musk",
perfume_images\augmented\aug1_ryefq7pybiyeuhbjlh9zjjhhkj28ae9sm4ab4r68k1fpo11el95yicrwud6z-w500-q85.jpg,Amber_Oriental,Olympéa Parfum,Rabanne,"Vanilla, Jasmine (Sambac), Orange Blossom, Benzoin, Pink Pepper, Rose, Clary Sage, Musk",
perfume_images\augmented\aug2_ryefq7pybiyeuhbjlh9zjjhhkj28ae9sm4ab4r68k1fpo11el95yicrwud6z-w500-q85.jpg,Amber_Oriental,Olympéa Parfum,Rabanne,"Vanilla, Jasmine (Sambac), Orange Blossom, Benzoin, Pink Pepper, Rose, Clary Sage, Musk",
perfume_images\augmented\aug1_wh2l7qjuqman52nxor0zjhsvy91hxx8hs47t7jq98ikmbo0ko3wexjhmc69a-w500-q85.jpg,Amber_Oriental,Essence Nº 10 Amande Tonka,Elie Saab,"Tonka Bean, Sandalwood, Vetiver (Java)",
perfume_images\augmented\aug2_wh2l7qjuqman52nxor0zjhsvy91hxx8hs47t7jq98ikmbo0ko3wexjhmc69a-w500-q85.jpg,Amber_Oriental,Essence Nº 10 Amande Tonka,Elie Saab,"Tonka Bean, Sandalwood, Vetiver (Java)",
perfume_images\augmented\aug1_mhzt2gd6s0ag9i70yf15znxuzpno7isvvp3inge0uon7du37ilnhy8l2m4c6-w500-q85.jpg,Amber_Oriental,Paris Mascate,Carven,"Amber, Rose (Morocco), Coriander, Tonka Bean, Vanilla, Geranium, Patchouli, Bitter Orange",
perfume_images\augmented\aug2_mhzt2gd6s0ag9i70yf15znxuzpno7isvvp3inge0uon7du37ilnhy8l2m4c6-w500-q85.jpg,Amber_Oriental,Paris Mascate,Carven,"Amber, Rose (Morocco), Coriander, Tonka Bean, Vanilla, Geranium, Patchouli, Bitter Orange",
perfume_images\augmented\aug1_01186_Sheiduna_Parfum_Extrait.jpg,Amber_Oriental,Sheiduna Parfum Extrait,Puredistance,"Lemon, tangerine, blackcurrant, aldehydes, Bulgarian rose essence, geranium, clove, vetiver, patchouly, woody amber, incense, benzoin, myrrh, tonka bean, vanilla pods, musks",
perfume_images\augmented\aug2_01186_Sheiduna_Parfum_Extrait.jpg,Amber_Oriental,Sheiduna Parfum Extrait,Puredistance,"Lemon, tangerine, blackcurrant, aldehydes, Bulgarian rose essence, geranium, clove, vetiver, patchouly, woody amber, incense, benzoin, myrrh, tonka bean, vanilla pods, musks",
perfume_images\augmented\aug1_xh72dkv0vybvdy1w7fdl7c6clj7ma32o4p0yhygyn83evu7vibyflmbmcmja-w500-q85.jpg,Amber_Oriental,Varens Original : African Queen,Ulric De Varens,"Oud / Agarwood, Spicy Notes",
perfume_images\augmented\aug2_xh72dkv0vybvdy1w7fdl7c6clj7ma32o4p0yhygyn83evu7vibyflmbmcmja-w500-q85.jpg,Amber_Oriental,Varens Original : African Queen,Ulric De Varens,"Oud / Agarwood, Spicy Notes",
perfume_images\augmented\aug1_5wbbrhgt3i6fe435xxt3bd4w9yjqwxiipeb7kxinovb7pmotpkbeoxpqagcx-w500-q85.jpg,Amber_Oriental,Tonka,Solinotes,"Tonka Bean, Amber, Musk, Vanilla, Mandarin Orange Blossom, Petitgrain",
perfume_images\augmented\aug2_5wbbrhgt3i6fe435xxt3bd4w9yjqwxiipeb7kxinovb7pmotpkbeoxpqagcx-w500-q85.jpg,Amber_Oriental,Tonka,Solinotes,"Tonka Bean, Amber, Musk, Vanilla, Mandarin Orange Blossom, Petitgrain",
perfume_images\augmented\aug1_uqk1flwzw8qt67a6ffaqciy2ue31efmf1e7gttxzl3jmr90cvm244i2ctvjj-w500-q85.jpg,Amber_Oriental,Style À La Française Chic,Christine Arbel,"Tangerine, Ambergris, Peppermint, Vanilla, Bergamot, Green Apple, Cardamom, Cinnamon, Musk, Nutmeg, Sandalwood",
perfume_images\augmented\aug2_uqk1flwzw8qt67a6ffaqciy2ue31efmf1e7gttxzl3jmr90cvm244i2ctvjj-w500-q85.jpg,Amber_Oriental,Style À La Française Chic,Christine Arbel,"Tangerine, Ambergris, Peppermint, Vanilla, Bergamot, Green Apple, Cardamom, Cinnamon, Musk, Nutmeg, Sandalwood",
perfume_images\augmented\aug1_01755_Pour_un_Homme_Eau_de_Toilette.jpg,Amber_Oriental,Pour un Homme Eau de Toilette,Caron,"Lavender, vanilla, musk, amber",
perfume_images\augmented\aug2_01755_Pour_un_Homme_Eau_de_Toilette.jpg,Amber_Oriental,Pour un Homme Eau de Toilette,Caron,"Lavender, vanilla, musk, amber",
perfume_images\augmented\aug1_rjo2nsc5pt97v3e5efe49f6awxgecwfb96hcx2e96h31628xelrjuvhc2nu2-w500-q85.jpg,Amber_Oriental,Hayaati,Lattafa,"Bergamot, Vanilla, Cinnamon, Apple, Musk, Woody Notes",
perfume_images\augmented\aug2_rjo2nsc5pt97v3e5efe49f6awxgecwfb96hcx2e96h31628xelrjuvhc2nu2-w500-q85.jpg,Amber_Oriental,Hayaati,Lattafa,"Bergamot, Vanilla, Cinnamon, Apple, Musk, Woody Notes",
perfume_images\augmented\aug1_n3v8l9yzrdoooy8t5nmzkt022vt0h1kiwcafs1mtg6kryngfplerxqa69rpp-w500-q85.jpg,Amber_Oriental,Ambre,Reminiscence,"Ciste Labdanum, Vanilla, Benzoin (Siam), Guaiac Wood, Cedarwood (Virginia), Patchouli (Indonesia), Sandalwood (Australia), Clove, Geranium, Musk",
perfume_images\augmented\aug2_n3v8l9yzrdoooy8t5nmzkt022vt0h1kiwcafs1mtg6kryngfplerxqa69rpp-w500-q85.jpg,Amber_Oriental,Ambre,Reminiscence,"Ciste Labdanum, Vanilla, Benzoin (Siam), Guaiac Wood, Cedarwood (Virginia), Patchouli (Indonesia), Sandalwood (Australia), Clove, Geranium, Musk",
perfume_images\augmented\aug1_fu3ggfsh0dp7u9kas33zov7f8krz39kxgochumm1mftc7fzxf6x637x32qvd-w500-q85.jpg,Amber_Oriental,"Santa María Del Mar, Barcelona",Mobile World Congress Barcelona,"Incense / Olibanum, Myrrh, Tuberose",
perfume_images\augmented\aug2_fu3ggfsh0dp7u9kas33zov7f8krz39kxgochumm1mftc7fzxf6x637x32qvd-w500-q85.jpg,Amber_Oriental,"Santa María Del Mar, Barcelona",Mobile World Congress Barcelona,"Incense / Olibanum, Myrrh, Tuberose",
perfume_images\augmented\aug1_3puswmo7acqbw3ss3ufnavmyxaxbla42op7kpa55vowvx3zh6w2spf58ou8u-w500-q85.jpg,Amber_Oriental,Ambero,Bulgari,"Amber, Black Pepper, Ambrette Seed, Incense / Olibanum, Ginger, Pink Pepper, Saffron, Vetiver",
perfume_images\augmented\aug2_3puswmo7acqbw3ss3ufnavmyxaxbla42op7kpa55vowvx3zh6w2spf58ou8u-w500-q85.jpg,Amber_Oriental,Ambero,Bulgari,"Amber, Black Pepper, Ambrette Seed, Incense / Olibanum, Ginger, Pink Pepper, Saffron, Vetiver",
perfume_images\augmented\aug1_lfezwbl1xxediqsorr1vg8hss85o9nxrvp3aiavzpu1fbslp5jps4dct5nsh-w500-q85.jpg,Amber_Oriental,Floral Oud Rose,Eric Buterbaugh,"Rose (Bulgaria), Saffron, Incense / Olibanum, Oud (Laos), Vetiver, Rose Centifolia, Vanilla",
perfume_images\augmented\aug2_lfezwbl1xxediqsorr1vg8hss85o9nxrvp3aiavzpu1fbslp5jps4dct5nsh-w500-q85.jpg,Amber_Oriental,Floral Oud Rose,Eric Buterbaugh,"Rose (Bulgaria), Saffron, Incense / Olibanum, Oud (Laos), Vetiver, Rose Centifolia, Vanilla",
perfume_images\augmented\aug1_55bhphakeit52zj7rmpgxjkat05zp1p84xy47xzpr05o7rhvv1ejrn2ez635-w500-q85.jpg,Amber_Oriental,Destination Summer For Her,Hollister,"Grapefruit, Woody Notes, Mandarin",
perfume_images\augmented\aug2_55bhphakeit52zj7rmpgxjkat05zp1p84xy47xzpr05o7rhvv1ejrn2ez635-w500-q85.jpg,Amber_Oriental,Destination Summer For Her,Hollister,"Grapefruit, Woody Notes, Mandarin",
perfume_images\augmented\aug1_ek7m1k2bfuvm2ehb610v7hqb6c9mh1dnlc0bb836q4fir31tccrtt74o8y1w-w500-q85.jpg,Amber_Oriental,Art Deco Ii,Alexandre.J,"Elemi, Patchouli, Benzoin, Vanilla, Bitter Orange, Musk",
perfume_images\augmented\aug2_ek7m1k2bfuvm2ehb610v7hqb6c9mh1dnlc0bb836q4fir31tccrtt74o8y1w-w500-q85.jpg,Amber_Oriental,Art Deco Ii,Alexandre.J,"Elemi, Patchouli, Benzoin, Vanilla, Bitter Orange, Musk",
perfume_images\augmented\aug1_ohd2t3dztcezrj815acjx9fr5buapyb7tmzl656zoqm7qxx46lndu9k4q70o-w500-q85.jpg,Amber_Oriental,Hamaca,27 87,"Vanilla, Sandalwood, Tonka Bean, Marine",
perfume_images\augmented\aug2_ohd2t3dztcezrj815acjx9fr5buapyb7tmzl656zoqm7qxx46lndu9k4q70o-w500-q85.jpg,Amber_Oriental,Hamaca,27 87,"Vanilla, Sandalwood, Tonka Bean, Marine",
perfume_images\augmented\aug1_kfjhcilxsdafa90zqvaldgdgg6gkim3xgef0xqpiktshukr8kywd87wxdaye-w500-q85.jpg,Amber_Oriental,Resist,La' French,"Praline, Cinnamon, Benzoin, Myrrh, Tonka Bean, Vanilla, Tuberose, Mahonial, Bergamot, Mandarin, Musk, Nutmeg",
perfume_images\augmented\aug2_kfjhcilxsdafa90zqvaldgdgg6gkim3xgef0xqpiktshukr8kywd87wxdaye-w500-q85.jpg,Amber_Oriental,Resist,La' French,"Praline, Cinnamon, Benzoin, Myrrh, Tonka Bean, Vanilla, Tuberose, Mahonial, Bergamot, Mandarin, Musk, Nutmeg",
perfume_images\augmented\aug1_iz4fi5avuudanxx5moevigivrs3m77i2edyyvqnqeaqwt2z14x1ku9aajrsm-w500-q85.jpg,Amber_Oriental,Good Girl Midnight,Carolina Herrera,"Tonka Bean, Vanilla, Tuberose, Patchouli, Rose, Orange Blossom, Pink Pepper, Sandalwood, Tobacco Leaf, Ambrette Seed",
perfume_images\augmented\aug2_iz4fi5avuudanxx5moevigivrs3m77i2edyyvqnqeaqwt2z14x1ku9aajrsm-w500-q85.jpg,Amber_Oriental,Good Girl Midnight,Carolina Herrera,"Tonka Bean, Vanilla, Tuberose, Patchouli, Rose, Orange Blossom, Pink Pepper, Sandalwood, Tobacco Leaf, Ambrette Seed",
perfume_images\augmented\aug1_n47folk1mlgaa0kp95p9w7vlyrenxdmwhb95b0drzji6z85tysjzaqdmshrf-w500-q85.jpg,Amber_Oriental,3# Nota Di Viaggio,Meo Fusciuni,"Incense / Olibanum, Jasmine, Fig",
perfume_images\augmented\aug2_n47folk1mlgaa0kp95p9w7vlyrenxdmwhb95b0drzji6z85tysjzaqdmshrf-w500-q85.jpg,Amber_Oriental,3# Nota Di Viaggio,Meo Fusciuni,"Incense / Olibanum, Jasmine, Fig",
perfume_images\augmented\aug1_dp64p2kwfe8nxnt2ppjl6hc020gzjafsdmkwtjk4aa40w0e8cku2gceyfp0e-w500-q85.jpg,Amber_Oriental,Ace,The Man Company,"Amber, Bergamot, Iris / Orris",
perfume_images\augmented\aug2_dp64p2kwfe8nxnt2ppjl6hc020gzjafsdmkwtjk4aa40w0e8cku2gceyfp0e-w500-q85.jpg,Amber_Oriental,Ace,The Man Company,"Amber, Bergamot, Iris / Orris",
perfume_images\augmented\aug1_o68ehmts710zv0c256b6vpcru8uv1g6a872vu0yjn3efv021ql38eter14um-w500-q85.jpg,Amber_Oriental,Amberbomb,Laboratorio Olfattivo,"Amber, Leather, Plum, Tonka Bean, Vanilla, Iris / Orris, Jasmine, Lily Of The Valley, Rose, Apple, Cedarwood, Coffee, Cypriol / Nagarmota, Musk, Patchouli, Sandalwood, Strawberry",
perfume_images\augmented\aug2_o68ehmts710zv0c256b6vpcru8uv1g6a872vu0yjn3efv021ql38eter14um-w500-q85.jpg,Amber_Oriental,Amberbomb,Laboratorio Olfattivo,"Amber, Leather, Plum, Tonka Bean, Vanilla, Iris / Orris, Jasmine, Lily Of The Valley, Rose, Apple, Cedarwood, Coffee, Cypriol / Nagarmota, Musk, Patchouli, Sandalwood, Strawberry",
perfume_images\augmented\aug1_bf8nfcql8eik57ayjzxb1bkckuoyl1dr3q9ggjkucgro2ajb6g5509hcyla4-w500-q85.jpg,Amber_Oriental,Mukhallat,Montale,"Vanilla (Madagascar), Strawberry, Balsam (Peru), Musk",
perfume_images\augmented\aug2_bf8nfcql8eik57ayjzxb1bkckuoyl1dr3q9ggjkucgro2ajb6g5509hcyla4-w500-q85.jpg,Amber_Oriental,Mukhallat,Montale,"Vanilla (Madagascar), Strawberry, Balsam (Peru), Musk",
perfume_images\augmented\aug1_zjy12u04ihkhhsmf9e12dlwttfdmssoq74oh4kwzjbane367a3bvdthwbpeu-w500-q85.jpg,Amber_Oriental,Bright Red,Orlov,"Incense / Olibanum, Cashmeran (Woody musky), Rose, Sandalwood, Cedarwood, Patchouli, Vetiver",
perfume_images\augmented\aug2_zjy12u04ihkhhsmf9e12dlwttfdmssoq74oh4kwzjbane367a3bvdthwbpeu-w500-q85.jpg,Amber_Oriental,Bright Red,Orlov,"Incense / Olibanum, Cashmeran (Woody musky), Rose, Sandalwood, Cedarwood, Patchouli, Vetiver",
perfume_images\augmented\aug1_cfs058xhkijvvr0kdqonabr3qpkcr1bqi4z3lktjzedrvennn7lou7e8p517-w500-q85.jpg,Amber_Oriental,F-Power For Man,Fila,"Cinnamon, Ginger, Patchouli, Bergamot, Vanilla, Pink Pepper, Cedarwood, Nutmeg, Green Apple",
perfume_images\augmented\aug2_cfs058xhkijvvr0kdqonabr3qpkcr1bqi4z3lktjzedrvennn7lou7e8p517-w500-q85.jpg,Amber_Oriental,F-Power For Man,Fila,"Cinnamon, Ginger, Patchouli, Bergamot, Vanilla, Pink Pepper, Cedarwood, Nutmeg, Green Apple",
perfume_images\augmented\aug1_qu3bjedednxvuoqhs4n5h0t302amwip6cwiituppc0j55nfmdi657tdom8ti-w500-q85.jpg,Amber_Oriental,Caritas,Memoize London,"Vanilla, Clove, Ciste Labdanum, Patchouli, Amber, Benzoin, Tonka Bean, Cinnamon, Leather, Lily Of The Valley, Rose, Saffron, Ylang-ylang, Oud / Agarwood, Cardamom, Lemon, Musk, Sandalwood, Gourmand Accord",
perfume_images\augmented\aug2_qu3bjedednxvuoqhs4n5h0t302amwip6cwiituppc0j55nfmdi657tdom8ti-w500-q85.jpg,Amber_Oriental,Caritas,Memoize London,"Vanilla, Clove, Ciste Labdanum, Patchouli, Amber, Benzoin, Tonka Bean, Cinnamon, Leather, Lily Of The Valley, Rose, Saffron, Ylang-ylang, Oud / Agarwood, Cardamom, Lemon, Musk, Sandalwood, Gourmand Accord",
perfume_images\augmented\aug1_x6ji6v6xagkh6mzx0ps37670h1vlpzkym6gjk0p9r6dw2hk0imnu6ca6s722-w500-q85.jpg,Amber_Oriental,Lesedi La Rona X,Graff,"Benzoin, Ciste Labdanum, Bergamot, Jasmine, Tonka Bean, Vanilla, Cedarwood, Rose, Leather, Mandarin, Vetiver",
perfume_images\augmented\aug2_x6ji6v6xagkh6mzx0ps37670h1vlpzkym6gjk0p9r6dw2hk0imnu6ca6s722-w500-q85.jpg,Amber_Oriental,Lesedi La Rona X,Graff,"Benzoin, Ciste Labdanum, Bergamot, Jasmine, Tonka Bean, Vanilla, Cedarwood, Rose, Leather, Mandarin, Vetiver",
perfume_images\augmented\aug1_ni1gmti5uf8uyhjbeacvqsx40othsvwt86zgwzl5qi2yzo7jzfq9kguu2d32-w500-q85.jpg,Amber_Oriental,Anfas,Anfas Al Khaleej,"Amber, Vanilla",
perfume_images\augmented\aug2_ni1gmti5uf8uyhjbeacvqsx40othsvwt86zgwzl5qi2yzo7jzfq9kguu2d32-w500-q85.jpg,Amber_Oriental,Anfas,Anfas Al Khaleej,"Amber, Vanilla",
perfume_images\augmented\aug1_chvvbyrnuqg3ycuay07r4sjprn9mvn1b09a24xopz8z6ecv7awwqy3ap3ajj-w500-q85.jpg,Amber_Oriental,My Hero,Adopt,"Tonka Bean, Apple, Cardamom",
perfume_images\augmented\aug2_chvvbyrnuqg3ycuay07r4sjprn9mvn1b09a24xopz8z6ecv7awwqy3ap3ajj-w500-q85.jpg,Amber_Oriental,My Hero,Adopt,"Tonka Bean, Apple, Cardamom",
perfume_images\augmented\aug1_00725_Sorong_Eau_de_Parfum.jpg,Amber_Oriental,Sorong Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale","Citrus, saffron, blackcurrant, kyara, olibanum, amber, animalic musks",
perfume_images\augmented\aug2_00725_Sorong_Eau_de_Parfum.jpg,Amber_Oriental,Sorong Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale","Citrus, saffron, blackcurrant, kyara, olibanum, amber, animalic musks",
perfume_images\augmented\aug1_jxtqp97xuulxv2zzeqo7uxzmapj0nhpj95rwahyf7mt06mhf787q8m3ggaal-w500-q85.jpg,Amber_Oriental,Kobako,Bourjois,"Amber, Aldehyde, Cinnamon, Iris / Orris, Jasmine, Lily Of The Valley, Magnolia, Rose, Citruses, Civet, Musk",
perfume_images\augmented\aug2_jxtqp97xuulxv2zzeqo7uxzmapj0nhpj95rwahyf7mt06mhf787q8m3ggaal-w500-q85.jpg,Amber_Oriental,Kobako,Bourjois,"Amber, Aldehyde, Cinnamon, Iris / Orris, Jasmine, Lily Of The Valley, Magnolia, Rose, Citruses, Civet, Musk",
perfume_images\augmented\aug1_e7jmi30tqi7pn1ac6ptvxlep87phyokqyth40dxfxirxf9zmhwuymaaxxwth-w500-q85.jpg,Amber_Oriental,Soulle Ámbar,Floris,"Amber, Galbanum, Lentisk, Musk, Jasmine, Vanilla, Geranium, Pink Pepper, Bergamot, Pineapple",
perfume_images\augmented\aug2_e7jmi30tqi7pn1ac6ptvxlep87phyokqyth40dxfxirxf9zmhwuymaaxxwth-w500-q85.jpg,Amber_Oriental,Soulle Ámbar,Floris,"Amber, Galbanum, Lentisk, Musk, Jasmine, Vanilla, Geranium, Pink Pepper, Bergamot, Pineapple",
perfume_images\augmented\aug1_00228_Fusion_Sacree_-_Obscur_Eau_de_Parfum.jpg,Amber_Oriental,Fusion Sacree - Obscur Eau de Parfum,Majda Bekkali,"Rum, citron, celery, sweet orange, neroli, cardamom, lavender, davana, bergamot, white coffee, tuberose absolute, cloves, geranium, sweet william pear, liquorice, benzoin resinoid, opoponax resinoid, ambergris, cedar, sandalwood, vanilla, caramel and musk",
perfume_images\augmented\aug2_00228_Fusion_Sacree_-_Obscur_Eau_de_Parfum.jpg,Amber_Oriental,Fusion Sacree - Obscur Eau de Parfum,Majda Bekkali,"Rum, citron, celery, sweet orange, neroli, cardamom, lavender, davana, bergamot, white coffee, tuberose absolute, cloves, geranium, sweet william pear, liquorice, benzoin resinoid, opoponax resinoid, ambergris, cedar, sandalwood, vanilla, caramel and musk",
perfume_images\augmented\aug1_uoo1w3vi3b1qq6mpc5ihfbt94i8ygclmidismm6x1ivszaejfriuzjuhthfq-w500-q85.jpg,Amber_Oriental,Absolute Aphrodisiac,Initio Parfums Privé,"Vanilla, Floral Notes, Castoreum",
perfume_images\augmented\aug2_uoo1w3vi3b1qq6mpc5ihfbt94i8ygclmidismm6x1ivszaejfriuzjuhthfq-w500-q85.jpg,Amber_Oriental,Absolute Aphrodisiac,Initio Parfums Privé,"Vanilla, Floral Notes, Castoreum",
perfume_images\augmented\aug1_afnz87e6ngagbg0y16b41l2mwajqsuuueckoyrj7k2ltdaeci7bu9bj0aa7u-w500-q85.jpg,Amber_Oriental,Ambre Précieux Ultime 2014,Maître Parfumeur Et Gantier,"Amber, Balsam (Peru), Vanilla, Ciste Labdanum, Coumarin (Tonka Bean note), Lavender, Nutmeg",
perfume_images\augmented\aug2_afnz87e6ngagbg0y16b41l2mwajqsuuueckoyrj7k2ltdaeci7bu9bj0aa7u-w500-q85.jpg,Amber_Oriental,Ambre Précieux Ultime 2014,Maître Parfumeur Et Gantier,"Amber, Balsam (Peru), Vanilla, Ciste Labdanum, Coumarin (Tonka Bean note), Lavender, Nutmeg",
perfume_images\augmented\aug1_6vae5azfo9743hx0tdcpa7p4f6559mnh51q8ciilwcndmj60i30gouulb1j5-w500-q85.jpg,Amber_Oriental,Coco Figue,Comptoir Sud Pacifique,"Fig, Vanilla, Vanilla (Madagascar), Cocoa",
perfume_images\augmented\aug2_6vae5azfo9743hx0tdcpa7p4f6559mnh51q8ciilwcndmj60i30gouulb1j5-w500-q85.jpg,Amber_Oriental,Coco Figue,Comptoir Sud Pacifique,"Fig, Vanilla, Vanilla (Madagascar), Cocoa",
perfume_images\augmented\aug1_14erobm0v1730zy6wfv1lj251jmzselb16n8sco8ogc3706rn6t3v528s63d-w500-q85.jpg,Amber_Oriental,Esencia De El Palacio Vainillas,Arquiste,"Vanilla (Madagascar), Amber, Vanilla, Benzoin, Guaiac Wood, Jasmine (Egypt), Bergamot, Civet, Lemon",
perfume_images\augmented\aug2_14erobm0v1730zy6wfv1lj251jmzselb16n8sco8ogc3706rn6t3v528s63d-w500-q85.jpg,Amber_Oriental,Esencia De El Palacio Vainillas,Arquiste,"Vanilla (Madagascar), Amber, Vanilla, Benzoin, Guaiac Wood, Jasmine (Egypt), Bergamot, Civet, Lemon",
perfume_images\augmented\aug1_i9886tx3y7goptxl12upeef6g7o0nkdeuf05r7bsrsqc0n1dwl5j1arhs5u9-w500-q85.jpg,Amber_Oriental,14,Tfk,"Tonka Bean, Musk, Vanilla, Ciste Labdanum, Sandalwood, Patchouli, Ylang-ylang",
perfume_images\augmented\aug2_i9886tx3y7goptxl12upeef6g7o0nkdeuf05r7bsrsqc0n1dwl5j1arhs5u9-w500-q85.jpg,Amber_Oriental,14,Tfk,"Tonka Bean, Musk, Vanilla, Ciste Labdanum, Sandalwood, Patchouli, Ylang-ylang",
perfume_images\augmented\aug1_3t2vjgs1rgl9odwekz15ubv6jb588lwgn7isqkg2mkw367v6zhqlwnq0k2wk-w500-q85.jpg,Amber_Oriental,Lady Candy Sensual Vanille,Eau Jeune,"Vanilla, Tonka Bean, Cotton Candy, Praline, Tiare, Freesia, Jasmine, Musk",
perfume_images\augmented\aug2_3t2vjgs1rgl9odwekz15ubv6jb588lwgn7isqkg2mkw367v6zhqlwnq0k2wk-w500-q85.jpg,Amber_Oriental,Lady Candy Sensual Vanille,Eau Jeune,"Vanilla, Tonka Bean, Cotton Candy, Praline, Tiare, Freesia, Jasmine, Musk",
perfume_images\augmented\aug1_01095_Memoirs_of_a_Trespasser_Eau_de_Parfum.jpg,Amber_Oriental,Memoirs of a Trespasser Eau de Parfum,Imaginary Authors,"Madagascar vanilla, guaiacwood, myrrh, benzoin resin, ambrette seeds, oak barrels",
perfume_images\augmented\aug2_01095_Memoirs_of_a_Trespasser_Eau_de_Parfum.jpg,Amber_Oriental,Memoirs of a Trespasser Eau de Parfum,Imaginary Authors,"Madagascar vanilla, guaiacwood, myrrh, benzoin resin, ambrette seeds, oak barrels",
perfume_images\augmented\aug1_2b1bik7849crud2jept9aa8i0qi1zbaj46ktpxxy2fzy66ugsfhjcrso8wva-w500-q85.jpg,Amber_Oriental,Ashura,Café De Parfum,"Incense / Olibanum, Fig, Cardamom, Cedarwood, Nutmeg, Tobacco Leaf, Black Pepper",
perfume_images\augmented\aug2_2b1bik7849crud2jept9aa8i0qi1zbaj46ktpxxy2fzy66ugsfhjcrso8wva-w500-q85.jpg,Amber_Oriental,Ashura,Café De Parfum,"Incense / Olibanum, Fig, Cardamom, Cedarwood, Nutmeg, Tobacco Leaf, Black Pepper",
perfume_images\augmented\aug1_s6j377maotf7r4mr9s8bube0fx1dx0rpxqmqtrh6bjt3m2p9iw0pxv2s33vm-w500-q85.jpg,Amber_Oriental,Mes Fleurs D'Ambre,Jean-Michel Duriez,"Amber, Benzoin, Pink Pepper, Myrrh, Jasmine (Sambac), Neroli, Mango",
perfume_images\augmented\aug2_s6j377maotf7r4mr9s8bube0fx1dx0rpxqmqtrh6bjt3m2p9iw0pxv2s33vm-w500-q85.jpg,Amber_Oriental,Mes Fleurs D'Ambre,Jean-Michel Duriez,"Amber, Benzoin, Pink Pepper, Myrrh, Jasmine (Sambac), Neroli, Mango",
perfume_images\augmented\aug1_q7r098v3roo2i17oth2qxvm7yr69ln42m23s6id01w8d0j8w4ptb2mc6tcn7-w500-q85.jpg,Amber_Oriental,Nutmeg Ice Cream,Demeter Fragrance Library,Nutmeg,
perfume_images\augmented\aug2_q7r098v3roo2i17oth2qxvm7yr69ln42m23s6id01w8d0j8w4ptb2mc6tcn7-w500-q85.jpg,Amber_Oriental,Nutmeg Ice Cream,Demeter Fragrance Library,Nutmeg,
perfume_images\augmented\aug1_7ru98xs644n8z9tibeyzwvs7yyf99tg5o1hpqpqvyxejkbg31gws8ew3tulv-w500-q85.jpg,Amber_Oriental,Just Rock! For Him,Zadig & Voltaire,"Incense / Olibanum, Vanilla, Spicy Notes, Amber, Tonka Bean, Patchouli",
perfume_images\augmented\aug2_7ru98xs644n8z9tibeyzwvs7yyf99tg5o1hpqpqvyxejkbg31gws8ew3tulv-w500-q85.jpg,Amber_Oriental,Just Rock! For Him,Zadig & Voltaire,"Incense / Olibanum, Vanilla, Spicy Notes, Amber, Tonka Bean, Patchouli",
perfume_images\augmented\aug1_leavo8f29dqztpxyrg6ck6u4jzkuqgm6ljmcou2n5nqoosldorjsqiljqbd7-w500-q85.jpg,Amber_Oriental,The Majestic Oud,Alexandre.J,"Amber, Clary Sage, Oud / Agarwood, Bergamot, Patchouli, Apple, Lemon, Melon, Musk, Raspberry, Blackcurrant Bud",
perfume_images\augmented\aug2_leavo8f29dqztpxyrg6ck6u4jzkuqgm6ljmcou2n5nqoosldorjsqiljqbd7-w500-q85.jpg,Amber_Oriental,The Majestic Oud,Alexandre.J,"Amber, Clary Sage, Oud / Agarwood, Bergamot, Patchouli, Apple, Lemon, Melon, Musk, Raspberry, Blackcurrant Bud",
